t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932739.78554487,3,1398,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2078080869.1171637,147123288907.13962,-6676680.971793115,-36651.718761810494,13360.740387549455,-2790.056136898055,0.9516530619740822
240932739.78554487,3,2078,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081735426.8397837,147124893051.324,-7010313.997628577,-36240.212397750074,13499.545198258782,-2836.0928907141665,0.9654457448760404
240932739.78554487,3,1019,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076696423.5228157,147122683939.8009,-6549373.168827675,-36784.50173216563,13253.506155893221,-2756.9305112080388,0.973020944502519
240932739.78554487,3,813,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081616894.8888683,147124841183.9366,-6999186.799320169,-36253.680315948615,13498.79872811359,-2835.775062795671,0.963394115186245
240932739.78554487,3,1354,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081832306.0365734,147124921824.74884,-7015398.665667258,-36230.32817304017,13497.525020280971,-2835.595186359632,0.9680941665692377
240932739.78554487,3,1794,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079145689.9275866,147123758386.12634,-6773288.760576375,-36537.02930905937,13425.53254101013,-2810.8179167010844,0.9448552535081043
240932739.78554487,3,3119,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2080257156.9303484,147124242843.93707,-6875006.3693655655,-36410.5547633033,13471.809374634651,-2825.9558961337007,0.9475359940308262
240932739.78554487,3,3999,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2080586949.8612232,147124384472.32892,-6903624.769680701,-36372.59656075508,13480.764753089796,-2829.139355281427,0.9503444260452864
240932739.78554487,3,2959,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081686759.4840212,147124867082.00262,-7004986.294474088,-36246.08117124017,13498.473374202706,-2835.6675174230836,0.964887755158087
240932739.78554487,3,3650,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2077269910.7815924,147122939910.04855,-6606077.426208787,-36732.103128232215,13301.90083677344,-2771.5026064026174,0.9619631899097846
240932739.78554487,3,2245,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2078964939.3016796,147123681090.50055,-6759172.409007892,-36557.00211268787,13416.413312094697,-2807.652337861169,0.9451694366486543
240932739.78554487,3,3038,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2077723769.5906982,147123133397.777,-6645626.400401391,-36687.9471313885,13335.616722724788,-2782.0418563222934,0.9557159448441215
240932739.78554487,3,2459,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076523125.606265,147122605170.50757,-6534346.479648724,-36799.512438394675,13238.166179259348,-2752.0818923555607,0.976883866606343
240932739.78554487,3,846,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2080732025.1546621,147124456426.49625,-6920834.859901443,-36355.266395478284,13486.042305103787,-2830.6945516477044,0.9511261386892759
240932739.78554487,3,3497,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079652017.0142984,147123982983.04407,-6822865.457676351,-36479.7804568519,13450.268775899833,-2818.542408390919,0.9445478515991785
240932739.78554487,3,3252,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076926221.2624311,147122780839.3516,-6570087.798923232,-36763.949992666756,13272.268735127489,-2762.6282919302375,0.9687645055230986
240932739.78554487,3,2116,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081912246.7459335,147124966687.23395,-7026480.961230345,-36220.516534066315,13499.590198825477,-2836.1657343222314,0.9689273053469473
240932739.78554487,3,2524,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081106430.7435808,147124611029.55374,-6952299.769282088,-36312.613951226835,13491.705693951975,-2832.8657531553113,0.9561479034954053
240932739.78554487,3,1569,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2083133397.6017609,147125486607.6061,-7132856.274995692,-36089.105353914645,13487.28497848374,-2833.7810448853797,0.9983508635540391
240932739.78554487,3,2836,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076069023.8283281,147122409395.78375,-6494197.847138181,-36837.17638935314,13198.287337109043,-2739.8776248133718,0.9872426653626867
240932739.78554487,3,2714,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2083128246.773633,147125470926.50626,-7127402.520964354,-36090.94415391195,13485.088578571089,-2833.28065059019,0.9990369200102635
240932739.78554487,3,3675,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082730031.5468502,147125317321.68073,-7097246.086791195,-36131.14910795093,13494.252386864182,-2835.6177183154673,0.9873816161988446
240932739.78554487,3,1000,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076465893.3510733,147122570188.05615,-6526170.144312747,-36804.25337486426,13231.430856596897,-2750.077890205684,0.9789439800053643
240932739.78554487,3,1905,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079126022.0335226,147123748316.45685,-6772761.699032888,-36539.248801462236,13424.370734576913,-2810.2531779765845,0.9449675393759608
240932739.78554487,3,960,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079960932.6739922,147124113994.72302,-6848859.385186493,-36444.62820462879,13461.764862301945,-2822.4968089673757,0.9458430880776573
240932739.78554487,3,120,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2078979350.8769054,147123679175.1567,-6757347.847048335,-36555.66110284112,13415.558825843007,-2807.522878279889,0.9457613306576987
240932739.78554487,3,288,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082850195.8614101,147125360130.98325,-7105274.99158822,-36119.19738891889,13491.123509801968,-2834.819197188185,0.9910113490388117
240932739.78554487,3,2357,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2078369525.9320107,147123412308.58768,-6702518.257350445,-36621.595865986426,13379.383309388779,-2795.9084224688654,0.9492238582745024
240932739.78554487,3,2947,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082503900.265252,147125221615.13464,-7077989.896664448,-36155.31673744876,13497.02184138949,-2836.1731035483076,0.9817372779041217
240932739.78554487,3,3888,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081377006.1882057,147124728840.7339,-6975351.356618233,-36281.609550158704,13495.23902790501,-2834.426253906244,0.9600390087896848
240932739.78554487,3,1025,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076057075.3333073,147122407701.96527,-6493404.277964197,-36838.19936865171,13197.750635512788,-2739.7702613919932,0.9872722386690885
240932739.78554487,3,2693,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2078303179.6079922,147123388937.2114,-6698644.219298273,-36628.494555069345,13376.206117327565,-2794.8094499301037,0.9493246150005152
240932739.78554487,3,1938,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079889771.5053797,147124079765.58136,-6839795.700976014,-36452.96470853875,13458.334539423864,-2821.5886540541137,0.9458185796916933
240932739.78554487,3,2103,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2083089667.063572,147125462210.20044,-7127050.327768125,-36094.174375420705,13487.14642323988,-2833.749135677119,0.9974776926582392
240932739.78554487,3,439,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2076296060.6505194,147122501349.83957,-6513361.844399795,-36818.574187433536,13217.478724544504,-2745.687635617412,0.9823439152203874
240932739.78554487,3,3761,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082204167.9438276,147125101667.62964,-7053599.766654767,-36187.33514931323,13500.585680499336,-2836.9596617587717,0.9743706593102602
240932739.78554487,3,235,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2081572403.1008148,147124813694.1295,-6994552.979836196,-36259.31004161823,13497.15099648538,-2835.0290509063934,0.9631457786562503
240932739.78554487,3,2842,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079292717.0862236,147123823826.54855,-6789432.057638817,-36520.516224591025,13433.357409396654,-2813.053955324315,0.9445031089751059
240932739.78554487,3,1955,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082156270.3527336,147125066338.71164,-7046867.375224575,-36193.81512417749,13498.328764659109,-2836.03547628845,0.9742494321562973
240932739.78554487,3,3834,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2079929341.9507475,147124101910.34473,-6847216.258534402,-36448.1617866757,13460.973422387826,-2822.1283920740775,0.9455667961378269
240932739.78554487,3,1156,-2074519193.620839,147134297911.15298,-10348860.81383764,-30266.48058117126,-522.9023020534243,-0.37775067057686007,-2082402258.063201,147125177369.01294,-7069100.21875038,-36166.401217194434,13497.801991721715,-2836.2683574434595,0.9793887440327308
240932812.32987246,3,1123,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2076062263.1043742,147122192241.26257,-6447236.298511522,-37016.70550251739,13096.792608620059,-2713.031078814359,0.9955534459762796
240932812.32987246,3,1064,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2076609150.7957509,147122431756.93594,-6495606.805056011,-36983.16225130469,13157.448561874566,-2731.5548397461725,0.9752434917488145
240932812.32987246,3,495,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2077795232.2511182,147122958680.9095,-6608021.287089934,-36894.648285987845,13287.323896293985,-2771.1730601901145,0.9370488897932059
240932812.32987246,3,1121,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2077781974.7054856,147122945329.55948,-6604935.464138325,-36895.54923213664,13284.564476153133,-2770.318783829838,0.9380209107905494
240932812.32987246,3,288,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2076046843.5900595,147122191792.83005,-6445914.7978717415,-37017.87500075622,13095.94152150136,-2712.9119668795242,0.9956815255717639
240932812.32987246,3,1190,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2086109295.6498601,147126625269.4237,-7371920.120844804,-35920.97494501048,13594.918310078874,-2875.63033414052,0.977261027528293
240932812.32987246,3,3039,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2076036286.8338268,147122179528.73126,-6444275.907544184,-37018.117553336204,13093.677649907617,-2712.115144036164,0.9966783494279361
240932812.32987246,3,3472,-2076714854.9474645,147134259961.46292,-10348888.221866112,-30266.476299889346,-523.3460083065597,-0.3778708716651832,-2086159913.882893,147126649337.8117,-7375437.820419113,-35915.619749037396,13593.007142154793,-2875.308357490838,0.9790382812483814
