t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d,e,q,tp,node,peri,i
240932725.71916366,3,473,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2080806320.8970733,147124520520.6215,-6932218.268554553,-36308.36894115773,13466.729884162129,-2824.2844507009013,0.9680073726329105,0.6615619096332715,0.8514979523215273,2460636.9177109203,271.3656048243464,134.36131439846847,3.4082246877030737
240932725.71916366,3,842,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2078816489.624251,147123646437.97983,-6750391.774944283,-36531.48968408842,13400.972358849636,-2802.2562701072297,0.9564776510759017,0.6615620064022999,0.851497908659917,2460636.917716752,271.3656169756683,134.36130340829556,3.4082267583874533
240932725.71916366,3,84,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2081311493.9416614,147124731832.6161,-6977182.487806775,-36252.54244172942,13470.614157069333,-2825.8145634753587,0.9763567424060547,0.6615619146245384,0.8514978890579253,2460636.917709814,271.36560206311333,134.3613102794397,3.4082246259487343
240932725.71916366,3,294,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2081751232.9743419,147124909772.79672,-7012527.4678853825,-36205.355511892056,13469.329320471337,-2825.9836090128047,0.9855317156650912,0.661561916904009,0.8514978379341281,2460636.917715159,271.36562326730507,134.36128958802473,3.4082246635324034
240932725.71916366,3,510,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2076739389.6972365,147122739217.2056,-6561912.589346588,-36741.37316515714,13265.341920469673,-2759.740861957561,0.9763456901346644,0.6615620863037398,0.8514979140798731,2460636.9177178745,271.36561060324533,134.36131108010184,3.408224896601468
240932725.71916366,3,526,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2078211568.6428466,147123382372.7727,-6696438.603883959,-36596.305304333844,13368.015134697902,-2791.636728673024,0.9588583616415688,0.6615620308743576,0.8514979076187675,2460636.9177160985,271.36560884603443,134.36131121221854,3.408224730072341
240932725.71916366,3,110,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2080105568.50695,147124207110.57828,-6866820.17623473,-36387.88671362785,13450.502215057875,-2818.583000546505,0.9608886089737373,0.6615619655833632,0.8514978823736926,2460636.9177138004,271.3656189501549,134.3612962935166,3.4082266799266185
240932725.71916366,3,99,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2079623054.886335,147124010892.06497,-6828012.881347477,-36441.51854987175,13437.968664239015,-2814.128549693929,0.9567356868111738,0.6615619628096845,0.8514979392044566,2460636.9177048723,271.36558976652725,134.36132256855353,3.408223097517254
240932725.71916366,3,126,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2076259540.8317046,147122533678.43954,-6519357.876063287,-36783.780599171994,13226.970801698924,-2747.9838743597406,0.9851553181698403,0.6615621023976507,0.8514979216002239,2460636.9177139304,271.36560347664874,134.3613156440473,3.4082263988430577
240932725.71916366,3,960,-2074093453.7604136,147134305265.89102,-10348855.500416629,-30266.48141056277,-522.8162672245036,-0.37772736102881627,-2078243026.7358508,147123395388.4444,-6699206.859254539,-36593.010279232236,13369.75059227356,-2792.1766379162186,0.9587164006381877,0.6615620330752693,0.8514978990289402,2460636.917715803,271.36560929831677,134.3613097156162,3.4082241890685947
