t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d,e,q,tp,node,peri,i
240932732.0279938,3,34,-2074284399.8469205,147134301967.4103,-10348857.883467339,-30266.481038607428,-522.8548541990826,-0.3777378155576582,-2078500597.6494708,147123503155.71976,-6723264.56505423,-36584.081136674526,13388.601909604413,-2798.2962559867406,0.9521920518534484,0.6615620151661751,0.8514979427407785,2460636.9177069208,271.36558466239495,134.36133037901098,3.4082232988911887
240932732.0279938,3,64,-2074284399.8469205,147134301967.4103,-10348857.883467339,-30266.481038607428,-522.8548541990826,-0.3777378155576582,-2079039061.9651542,147123728125.78387,-6768426.264332049,-36525.71081456176,13415.538391635613,-2807.087895836208,0.9512132684541831,0.6615620092764185,0.8514979024619587,2460636.9177152677,271.36560959793167,134.36130887923352,3.40822433352828
240932732.0279938,3,23,-2074284399.8469205,147134301967.4103,-10348857.883467339,-30266.481038607428,-522.8548541990826,-0.3777378155576582,-2076558756.8620286,147122649366.316,-6543878.759799607,-36775.13787500165,13248.083391868537,-2754.715592338773,0.9773468623276381,0.661562099952918,0.8514979218101435,2460636.9177100137,271.3655968235938,134.36131883656034,3.408225589874186
240932732.0279938,3,118,-2074284399.8469205,147134301967.4103,-10348857.883467339,-30266.481038607428,-522.8548541990826,-0.3777378155576582,-2082200608.5240588,147125110495.7096,-7053693.530974582,-36169.96913990304,13483.424397486713,-2831.3581118271854,0.9854059415669566,0.661561849300651,0.8514979856520088,2460636.9177098996,271.36560411663527,134.36131715176265,3.4082251040890084
240932805.16449812,3,71,-2076497984.3100958,147134263711.27603,-10348885.514322357,-30266.47672305051,-523.3021823794884,-0.37785900008029066,-2085451873.3092608,147126345593.1707,-7313182.939463855,-35977.62935173882,13596.958073460219,-2874.9635194890934,0.9667590087417299,0.6615618736879932,0.8514978618289725,2460636.9177121776,271.36561694524494,134.36129514093003,3.4082252905319455
240932805.16449812,3,71,-2076497984.3100958,147134263711.27603,-10348885.514322357,-30266.47672305051,-523.3021823794884,-0.37785900008029066,-2077581252.9162254,147122876264.2744,-6590528.847712895,-36891.95849267162,13272.177678454556,-2766.069587938297,0.943885298945665,0.6615618736879932,0.8514978618289725,2460636.9177121776,271.36561694524494,134.36129514093003,3.4082252905319455
240932805.16449812,3,156,-2076497984.3100958,147134263711.27603,-10348885.514322357,-30266.47672305051,-523.3021823794884,-0.37785900008029066,-2077181095.7149658,147122706174.86154,-6553788.985106422,-36924.12955594191,13230.952432313754,-2753.532632856697,0.9551255860806979,0.6615621792918862,0.8514979246602803,2460636.917716076,271.3656043107333,134.36131665301068,3.4082242073259574
240932873.2379079,3,150,-2078558326.4450457,147134228074.1406,-10348911.24031151,-30266.472700323942,-523.7185431928355,-0.37797177553444716,-2076971606.721364,147122401202.21298,-6489394.658528279,-37101.28033203955,13083.606941631566,-2712.3765334244526,0.9831608434626956,0.6615623044897713,0.8514978748278867,2460636.917716375,271.36559441697335,134.36132235479494,3.40822370549349
240932873.2379079,3,135,-2078558326.4450457,147134228074.1406,-10348911.24031151,-30266.472700323942,-523.7185431928355,-0.37797177553444716,-2089195366.0161562,147127825806.97223,-7622906.30820114,-35715.260969245464,13627.784845504317,-2894.6285253707706,0.9964422645594163,0.661561807267637,0.8514978947827423,2460636.917707564,271.36560399429464,134.36130726734427,3.408223880215937
240932939.30426612,3,93,-2080557921.9438796,147134193460.61548,-10348936.21514523,-30266.468790737625,-524.1226284269977,-0.3780812077885933,-2078861594.752006,147123019334.7795,-6615355.934739578,-37152.32266649476,13176.02012714875,-2744.920942316317,0.9330990152166425,0.6615623280498212,0.8514978694726835,2460636.9177187034,271.36560870748957,134.36130956465888,3.408225822563902
240932939.30426612,3,68,-2080557921.9438796,147134193460.61548,-10348936.21514523,-30266.468790737625,-524.1226284269977,-0.3780812077885933,-2078682701.2714572,147122939601.62943,-6598757.228202853,-37160.9161562211,13151.510256890591,-2737.3079638655126,0.9414633458165038,0.6615623514666652,0.8514978288730174,2460636.917713914,271.36560719251855,134.3613028867138,3.40822557345938
